Programme Name,University Name,Location,Programme Code,Cut-off 2017,Cut-off 2018,Cut-off 2019,Cut-off 2020,Cut-off 2021,Cut-off 2022,Cut-off 2023
BACHELOR OF ARTS ( KISWAHILI AND COMMUNICATION),CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480325,,25.148,26.767,27.999,22.926,22.916,22.449
BACHELOR OF ARTS IN KISWAHILI AND MEDIA STUDIES,MAASAI MARA UNIVERSITY,Unknown,1165325,,,,,,,22.449
BACHELOR OF SPORTS SCIENCE & MANAGEMENT,LAIKIPIA UNIVERSITY,Unknown,1176435,,,,,20.72,20.402,19.92
BACHELOR OF SPORTS MANAGEMENT,MOI UNIVERSITY,Uasin Gishu County,1253435,38.479,25.31,24.002,24.48,20.72,20.402,19.92
BACHELOR OF ARTS (PEACE EDUCATION),LAIKIPIA UNIVERSITY,Unknown,1176581,,25.204,24.378,24.811,22.926,22.916,22.449
BACHELOR OF ARTS (PEACE AND CONFLICT STUDIES),KISII UNIVERSITY,Kisii County,1087581,,26.149,,,,,
BACHELOR OF ARTS (PEACE AND CONFLICT STUDIES),AFRICA NAZARENE UNIVERSITY,Unknown,1078581,,,,,,,
BACHELOR OF ARTS (HUMAN RIGHTS),UNIVERSITY OF KABIANGA,Kericho County,1118581,,30.332,24.8,25.235,22.926,22.916,22.449
BACHELOR OF SCIENCE (UTILIZATION & SUSTAINABILITY OF ARID LANDS (USAL),LAIKIPIA UNIVERSITY,Unknown,1176582,,,,16.791,17.459,17.043,15.864
BACHELOR OF ARTS (ENGLISH & COMMUNICATION),LAIKIPIA UNIVERSITY,Unknown,1176583,,25.514,25.39,25.437,22.926,22.916,22.449
BACHELOR OF ARTS (ENGLISH & COMMUNICATION),PWANI UNIVERSITY,Unknown,1117583,,,,,,,
"BACHELOR OF EDUCATION (FRENCH, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229166,25.526,26.178,29.101,28.783,22.636,27.406,26.243
"BACHELOR OF EDUCATION (FRENCH, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515166,,26.23,25.109,22.244,22.636,22.358,
BACHELOR OF SCIENCE (COMPUTER SCIENCE & TECHNOLOGY),MASENO UNIVERSITY,Kisumu County,1229208,31.775,25.776,25.027,24.866,19.223,25.796,25.315
BACHELOR OF SCIENCE IN COMPUTER TECHNOLOGY,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240208,26.212,23.759,24.633,19.481,19.223,18.638,18.814
BACHELOR OF SCIENCE IN COMPUTER TECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249208,37.436,38.203,38.268,38.382,28.621,37.625,37.867
BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY),MULTIMEDIA UNIVERSITY OF KENYA,Nairobi County,1164208,34.072,30.441,32.843,33.151,19.223,30.456,31.181
BACHELOR OF SCIENCE IN COMPUTER TECHNOLOGY,MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246208,24.882,25.332,25.651,19.481,19.223,18.638,18.814
"BACHELOR OF SCIENCE (EARTH SCIENCE, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229210,25.842,25.281,,17.674,,,
"BACHELOR OF SCIENCE (EARTH SCIENCE, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515210,,30.425,26.454,17.674,17.802,17.363,15.683
BACHELOR OF ENVIRONMENTAL STUDIES (EARTH SCIENCES),MAASAI MARA UNIVERSITY,Unknown,1165210,,,,,,,15.683
"BACHELOR OF ARTS IN DESIGN (INTERIOR DESIGN, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229317,26.569,26.485,28.549,27.424,23.168,28.559,15.864
BACHELOR OF ARTS INTERIOR DESIGN,UNIVERSITY OF NAIROBI,Nairobi County,1263317,,31.734,35.803,35.99,35.648,35.659,34.667
"BACHELOR OF ARTS (RELIGION, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229443,24.528,25.058,23.853,27.108,19.956,19.67,20.93
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
"BACHELOR OF ARTS (THEOLOGY, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229444,,,,,,,
"BACHELOR OF SCIENCE (FISHERIES AND NATURAL RESOURCES, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229515,,,32.537,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (FISHERIES AND AQUACULTURE MANAGEMENT),UNIVERSITY OF NAIROBI,Nairobi County,1263515,,26.669,26.9,16.791,,,
"BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229523,25.715,26.421,26.868,27.435,22.627,27.254,21.123
BACHELOR OF ARTS (HISTORY AND ARCHAEOLOGY),PWANI UNIVERSITY,Unknown,1117523,,25.733,24.919,25.667,22.627,21.604,21.123
"BACHELOR OF ARTS (DISASTER MANAGEMENT, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229544,26.411,24.444,24.485,26.746,22.926,24.902,22.449
"BACHELOR OF ARTS ( POLITICAL SCIENCE, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229551,25.978,24.806,24.264,25.456,22.926,22.916,22.449
BACHELOR OF ARTS ( POLITICAL SCIENCE),PWANI UNIVERSITY,Unknown,1117551,,25.145,24.121,25.389,22.926,22.916,22.449
"BACHELOR OF ARTS (PHILOSOPHY, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229585,25.937,24.657,24.215,24.81,22.926,,
BACHELOR OF ARTS (PHILOSOPHY),PWANI UNIVERSITY,Unknown,1117585,,26.531,24.356,24.943,22.926,22.916,22.449
"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229586,25.75,24.155,,,,,
"BACHELOR OF ARTS (BUSINESS STUDIES, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515586,,25.975,24.202,22.361,22.544,21.444,21.375
"BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT",MASENO UNIVERSITY,Kisumu County,1229588,30.469,28.056,27.229,25.022,20.1,19.914,18.831
BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246588,23.962,24.596,22.001,20.048,20.1,19.914,18.831
BACHELOR OF SCIENCE IN ECONOMICS AND MATHEMATICS,KABARAK UNIVERSITY,Nakuru County,1061588,24.232,22.983,23.697,20.048,20.1,19.914,18.831
"BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT",MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082588,28.682,25.232,23.86,20.048,20.1,19.914,18.831
"BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT",KAIMOSI FRIENDS UNIVERSITY,Unknown,1470588,,24.545,23.794,20.048,20.1,19.914,18.831
"BACHELOR OF SCIENCE (MATHEMATICS & ECONOMICS, WITH IT",TOM MBOYA UNIVERSITY,Homa Bay County,1515588,,23.337,23.616,20.048,20.1,19.914,18.831
BACHELOR OF SCIENCE (MATHEMATICS AND ECONOMICS),KIRINYAGA UNIVERSITY,Kirinyaga County,1079588,,24.85,23.239,20.048,20.1,19.914,18.831
BACHELOR OF ARTS IN MATHEMATICS AND ECONOMICS,CHUKA UNIVERSITY,Tharaka-Nithi County,1105588,,24.321,23.294,20.048,20.1,19.914,18.831
"BACHELOR OF SCIENCE (MEDICAL BIOTECHNOLOGY, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229591,26.714,28.836,25.185,27.737,26.516,26.238,25.037
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082591,,28.117,24.364,27.45,17.459,16.974,15.683
BACHELOR OF SCIENCE IN MEDICAL BIOTECHNOLOGY,KIRINYAGA UNIVERSITY,Kirinyaga County,1079591,,25.63,25.86,27.385,17.459,16.974,15.683
"BACHELOR OF SCIENCE (PHARMACEUTICAL SCIENCES, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229592,,,,,,,
"BACHELOR OF SCIENCE (AGRONOMY, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229593,,26.935,33.669,16.791,17.459,17.043,15.864
"BACHELOR OF SCIENCE (AGRONOMY, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515593,,25.715,26.789,16.791,17.459,17.043,15.864
"BACHELOR OF ARTS (SOCIOLOGY AND ANTHROPOLOGY, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229606,25.526,25.111,24.722,24.841,22.926,22.916,22.449
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
"BACHELOR OF ARTS (SOCIOLOGY AND ANTHROPOLOGY, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515606,,25.095,25.097,24.999,22.926,22.916,22.449
"BACHELOR OF SCIENCE (MATHEMATICS & BUSINESS STUDIES, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229609,27.008,24.425,25.687,20.048,20.1,19.914,22.584
"BACHELOR OF SCIENCE (MATHEMATICS & BUSINESS STUDIES, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515609,,25.04,25.47,20.048,20.1,19.914,18.831
"BACHELOR OF SCIENCE (GEOGRAPHY AND NATURAL RESOURCE MANAGEMENT, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229692,,30.588,25.562,16.791,26.022,26.024,18.144
"BACHELOR OF SCIENCE (GEOGRAPHY AND NATURAL RESOURCE MANAGEMENT, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515692,,24.93,24.952,16.791,19.921,22.457,18.144
BACHELOR OF ARTS IN GEOGRAPHY AND NATURAL RESOURCE MANAGEMENT,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053692,,,,16.791,25.855,25.8,
"BACHELOR OF ARTS (URBAN AND REGIONAL PLANNING, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229765,26.18,30.0,31.034,28.708,19.039,18.692,18.392
"BACHELOR OF ARTS (FRENCH, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229B70,26.862,25.059,25.045,25.418,22.563,,22.959
BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240191,,28.99,28.534,16.791,17.459,,15.864
BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249274,,,,,,,
BACHELOR OF SCIENCE (CROP PROTECTION),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240421,,,,,,17.043,15.864
BACHELOR OF SCIENCE (CROP PROTECTION),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249421,,,32.538,,,17.043,15.864
BACHELOR OF QUANTITY SURVEYING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249103,41.875,41.358,42.204,41.798,40.877,41.641,39.763
BACHELOR OF QUANTITY SURVEYING,UNIVERSITY OF NAIROBI,Nairobi County,1263103,42.323,42.061,42.992,42.081,42.006,40.993,40.232
BACHELOR OF QUANTITY SURVEYING,TECHNICAL UNIVERSITY OF KENYA,Unknown,1112103,41.077,40.899,42.022,41.091,40.184,40.533,38.424
BACHELOR OF SCIENCE (MARINE ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249140,41.24,41.102,41.388,38.5,35.992,37.795,35.669
BACHELOR OF SCIENCE GENOMIC SCIENCE,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249147,30.313,30.563,27.409,16.791,17.459,16.974,15.683
BACHELOR OF CONSTRUCTION MANAGEMENT,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249176,38.75,38.628,39.059,38.435,37.062,37.78,32.379
BACHELOR OF CONSTRUCTION MANAGEMENT,UNIVERSITY OF NAIROBI,Nairobi County,1263176,37.023,37.746,39.199,39.072,36.098,37.326,30.243
BACHELOR OF SCIENCE (CONTROL AND INSTRUMENTATION),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249231,35.964,36.856,37.576,35.424,26.291,27.443,15.683
BACHELOR OF SCIENCE IN  PROCUREMENT AND CONTRACT MANAGEMENT,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249245,33.321,33.357,34.471,32.605,28.871,25.466,25.264
BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249281,29.357,28.176,31.458,32.137,30.8,27.223,24.6
BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166281,,27.179,27.203,27.053,17.459,16.974,
BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),KIRINYAGA UNIVERSITY,Kirinyaga County,1079281,,27.037,,,,,
BACHELOR OF SCIENCE IN MEDICAL MICROBIOLOGY,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240281,,,25.697,26.586,17.459,16.974,15.683
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION & PROCESSING)",JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249290,25.626,25.88,29.316,30.506,32.156,33.307,29.401
BACHELOR OF SCIENCE IN ANIMAL HEALTH AND PRODUCTION,MOUNT KENYA UNIVERSITY,Kiambu County,1279290,,26.409,26.037,16.791,23.621,17.043,15.864
BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND PROCESSING,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082290,,25.618,26.095,16.791,17.459,25.234,15.864
BACHELOR OF ENTREPRENEURSHIP,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249298,24.847,24.146,24.357,22.361,22.544,21.444,21.375
BACHELOR OF ENTREPRENEURSHIP,KIRINYAGA UNIVERSITY,Kirinyaga County,1079297,,,,,,,
BACHELOR OF SCIENCE (ENTREPRENEURSHIP AND SMALL ENTERPRISES MANAGEMENT),MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246298,25.754,26.395,24.241,22.361,22.544,21.444,21.375
BACHELOR OF ENTREPRENEURSHIP AND SMALL BUSINESS MANAGEMENT,EGERTON UNIVERSITY,Nakuru County,1057298,25.099,24.702,25.063,,22.544,21.444,21.375
BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080297,,24.153,24.737,22.361,22.544,21.444,21.375
BACHELOR OF ENTREPRENEURSHIP AND ENTERPRISE MANAGEMENT,THARAKA UNIVERSITY,Tharaka-Nithi County,1685298,,24.422,24.537,22.361,22.544,21.444,21.375
"BACHELOR OF ENTREPRENEURSHIP, TECHNOLOGY AND INNOVATION MANAGEMENT",SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166298,,,,22.361,,,
BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249350,41.593,41.323,41.2,39.368,39.505,39.921,40.823
BACHELOR OF SCIENCE IN COMPUTER SYSTEMS ENGINEERING,KIRINYAGA UNIVERSITY,Kirinyaga County,1079350,,26.071,27.358,16.9,16.787,15.982,15.683
BACHELOR OF SCIENCE (FINANCIAL ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249352,38.727,39.437,40.071,36.652,36.671,30.296,32.04
BACHELOR OF SCIENCE (FINANCIAL ENGINEERING),KIRINYAGA UNIVERSITY,Kirinyaga County,1079352,,,25.017,20.048,20.1,19.914,18.831
BACHELOR OF SCIENCE (ENVIRONMENTAL HORTICULTURE & LANDSCAPING TECHNOLOGY),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249354,39.407,33.845,26.219,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (WATER AND ENVIRONMENT MANAGEMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249489,,25.034,29.112,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE CLINICAL MEDICINE,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249560,39.693,40.324,42.137,42.521,42.693,42.365,42.847
BACHELOR OF SCIENCE CLINICAL MEDICINE,UNIVERSITY OF KABIANGA,Kericho County,1118560,31.993,37.679,39.547,40.122,40.689,41.019,41.014
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,KIRINYAGA UNIVERSITY,Kirinyaga County,1079560,29.477,36.902,38.925,39.699,39.917,39.828,39.915
BACHELOR OF SCIENCE CLINICAL MEDICINE,UZIMA UNIVERSITY,Unknown,1116560,,29.782,35.668,39.159,39.514,29.017,34.695
BACHELOR OF SCIENCE CLINICAL MEDICINE AND COMMUNITY HEALTH,GREAT LAKES UNIVERSITY OF KISUMU,Unknown,1192560,,31.342,,39.159,37.162,29.194,34.408
BACHELOR OF SCIENCE CLINICAL MEDICINE,KABARAK UNIVERSITY,Nakuru County,1061560,34.617,38.237,39.97,41.365,41.834,38.094,39.709
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240560,34.963,29.823,38.388,39.878,40.682,40.824,39.885
BACHELOR OF SCIENCE CLINICAL MEDICINE,EGERTON UNIVERSITY,Nakuru County,1057560,37.975,40.25,41.84,42.004,41.625,41.983,42.215
BACHELOR OF SCIENCE CLINICAL MEDICINE,KENYA METHODIST UNIVERSITY,Unknown,1077560,28.998,33.303,39.705,41.152,41.469,35.945,
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082560,,39.056,40.869,41.917,41.885,42.023,42.231
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240591,,29.823,,,,,
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,MOUNT KENYA UNIVERSITY,Kiambu County,1279591,,30.669,,40.96,42.356,39.558,41.517
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,KISII UNIVERSITY,Kisii County,1087560,,,,39.159,40.868,41.571,41.573
BACHELOR OF SCIENCE IN CLINICAL MEDICINE AND COMMUNITY HEALTH,KAIMOSI FRIENDS UNIVERSITY,Unknown,1470560,,,,,34.19,39.476,39.734
BACHELOR OF SCIENCE IN CLINICAL MEDICINE,KARATINA UNIVERSITY,Nyeri County,1244560,,,,,,,39.734
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF PHYSIOTHERAPY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249561,,,,,,,
BACHELOR OF SCIENCE (PHYSICAL THERAPY),MOI UNIVERSITY,Uasin Gishu County,1253561,31.749,33.655,36.514,37.327,35.36,36.954,36.681
BACHELOR OF SCIENCE (PHYSICAL THERAPY),ALUPE UNIVERSITY,Unknown,1600561,,27.791,29.569,29.416,27.646,31.878,28.214
BACHELOR OF RADIOGRAPHY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249562,38.814,40.576,42.366,42.877,42.445,43.127,43.325
BACHELOR OF SCIENCE (APPLIED BIOENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249563,29.149,27.829,25.495,25.932,16.787,15.982,27.294
BACHELOR OF SCIENCE (MEDICAL BIOCHEMISTRY),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249580,26.188,31.443,32.422,32.727,31.461,31.234,33.565
BACHELOR OF SCIENCE IN MEDICAL BIOCHEMISTRY,MOUNT KENYA UNIVERSITY,Kiambu County,1279580,,,,,27.763,,
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS AND RURAL DEVELOPMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249615,34.589,25.655,24.978,16.791,25.843,23.826,15.864
BACHELOR OF SCIENCE (BIOSTATISTICS),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249638,28.377,24.959,25.953,25.093,26.32,27.028,25.775
BACHELOR OF SCIENCE (FOOD SERVICE AND HOSPITALITY MANAGEMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249639,25.625,24.515,26.101,22.361,24.643,26.265,23.871
BACHELOR OF SCIENCE (FOOD OPERATIONS MANAGEMENT),UNIVERSITY OF ELDORET,Uasin Gishu County,1114353,,,,,,,21.375
BACHELOR OF SCIENCE INDUSTRIAL BIOTECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249728,35.559,25.304,25.381,25.664,17.459,16.974,15.683
BACHELOR OF SCIENCE AGRIBUSINESS MANAGEMENT AND ENTERPRISE DEVELOPMENT,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249787,31.182,23.836,27.472,29.076,27.941,27.546,22.911
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND ENTREPRENEURSHIP,SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166787,,,26.15,16.791,17.459,16.974,15.864
BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND ENTREPRENEURSHIP,MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246787,,,24.503,16.791,17.459,16.974,15.864
BACHELOR OF DENTAL SURGERY,MOI UNIVERSITY,Uasin Gishu County,1253128,41.142,42.718,43.652,43.885,43.663,44.07,44.502
BACHELOR OF DENTAL SURGERY,UNIVERSITY OF NAIROBI,Nairobi County,1263128,40.989,43.07,44.236,44.455,44.182,44.334,44.75
BACHELOR OF ARTS (WITH EDUCATION),MOI UNIVERSITY,Uasin Gishu County,1253201,24.779,27.199,28.396,29.573,22.636,23.648,25.129
BACHELOR OF ARTS (WITH EDUCATION),KARATINA UNIVERSITY,Nyeri County,1244201,,,28.266,29.614,22.636,22.358,23.609
BACHELOR OF ARTS (WITH EDUCATION),BOMET UNIVERSITY COLLEGE,Unknown,1700201,,,27.843,29.108,22.636,22.358,23.469
BACHELOR OF BUSINESS MANAGEMENT (CIVIL AVIATION MANAGEMENT),MOI UNIVERSITY,Uasin Gishu County,1253490,34.057,33.623,33.874,32.458,22.544,21.444,21.375
BACHELOR OF SCIENCE (MEDIA SCIENCE),MOI UNIVERSITY,Uasin Gishu County,1253492,27.848,28.716,,,,,
BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),MOI UNIVERSITY,Uasin Gishu County,1253493,24.662,24.739,25.089,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249493,25.165,24.879,25.473,22.361,22.544,21.444,21.375
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),BOMET UNIVERSITY COLLEGE,Unknown,1700493,,,,22.361,22.544,21.444,21.375
BACHELOR OF EDUCATION (ARTS - BUSINESS STUDIES),MOI UNIVERSITY,Uasin Gishu County,1253494,24.983,28.382,30.787,29.825,30.015,28.774,26.949
BACHELOR OF EDUCATION (ARTS - BUSINESS STUDIES),ALUPE UNIVERSITY,Unknown,1600494,,,,,,,
BACHELOR OF EDUCATION (ARTS - BUSINESS STUDIES),BOMET UNIVERSITY COLLEGE,Unknown,1700494,,24.421,25.434,25.995,24.629,23.684,24.056
BACHELOR OF SCIENCE (MEDICAL PSYCHOLOGY),MOI UNIVERSITY,Uasin Gishu County,1253495,27.794,30.571,32.408,33.755,31.508,33.51,32.731
BACHELOR OF SCIENCE (MEDICAL PSYCHOLOGY),ALUPE UNIVERSITY,Unknown,1600495,,,,16.791,17.459,17.043,15.864
BACHELOR OF BUSINESS MANAGEMENT (MARINE BUSINESS MANAGEMENT),MOI UNIVERSITY,Uasin Gishu County,1253496,25.567,27.571,27.792,24.0,22.544,21.444,21.375
"BACHELOR OF ARTS (PENOLOGY, CORRECTION AND ADMINISTRATION)",MOI UNIVERSITY,Uasin Gishu County,1253598,25.449,27.942,28.844,29.404,27.145,28.661,22.449
"BACHELOR OF ARTS (PENOLOGY, CORRECTION AND ADMINISTRATION)",BOMET UNIVERSITY COLLEGE,Unknown,1700598,,,,25.203,22.926,24.471,22.449
"BACHELOR OF ENGINEERING (MANUFACTURING, INDUSTRIAL AND TEXTILE ENGINEERING)",MOI UNIVERSITY,Uasin Gishu County,1253600,30.29,29.907,29.688,16.9,16.787,15.982,15.683
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION - PRIMARY OPTION),MOI UNIVERSITY,Uasin Gishu County,1253655,,,,,,,
BACHELOR OF EDUCATION SPECIAL NEEDS EDUCATION PRIMARY OPTION,MOUNT KENYA UNIVERSITY,Kiambu County,1279155,,27.011,,,,,
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION - SECONDARY OPTION),MOI UNIVERSITY,Uasin Gishu County,1253656,26.566,24.776,28.245,31.016,22.636,29.929,25.351
BACHELOR OF EDUCATION (SPECIAL NEEDS EDUCATION - SECONDARY OPTION),AFRICA NAZARENE UNIVERSITY,Unknown,1078656,,,,,,,
BACHELOR OF EDUCATION SPECIAL NEEDS EDUCATION SECONDARY OPTION,MOUNT KENYA UNIVERSITY,Kiambu County,1279656,,24.322,24.483,27.764,22.636,22.358,21.858
BACHELOR OF ENGINEERING (ELECTRICAL AND TELECOMMUNICATION ENGINEERING),MOI UNIVERSITY,Uasin Gishu County,1253697,40.259,40.442,40.577,38.039,35.94,38.526,38.039
BACHELOR OF ARTS (FRENCH),MOI UNIVERSITY,Uasin Gishu County,1253B62,24.537,24.175,24.495,28.863,22.563,24.782,22.959
BACHELOR OF ARTS (FRENCH),PWANI UNIVERSITY,Unknown,1117B62,,26.209,24.772,22.244,22.563,23.264,22.959
BACHELOR OF ARTS (FRENCH),DAYSTAR UNIVERSITY,Machakos County,1162B62,,,,,,,22.959
BACHELOR OF ARTS (GERMAN),MOI UNIVERSITY,Uasin Gishu County,1253B63,29.18,26.302,24.789,27.865,25.727,26.346,24.348
BACHELOR OF ARTS (GERMAN),PWANI UNIVERSITY,Unknown,1117B63,,25.18,23.683,22.803,22.563,23.264,22.959
BACHELOR OF ARTS (DESIGN),UNIVERSITY OF NAIROBI,Nairobi County,1263105,34.362,31.724,34.241,32.957,26.1,25.961,26.093
